flightId,crud,createdAt,flightType,from,to,airplaneType,fliedAt
JV4011,create,09/05/2024,local,ADD,BJR,d.Havilland Canada DHC-6 Twin O,09/05/2024
HT5952,create,09/05/2024,local,ADD,DIR,d.Havilland Canada DHC-6 Twin O,09/05/2024
RR5276,create,09/05/2024,local,ADD,AXU,Britten-Norman BN-2 Islander,09/05/2024
SC7079,create,09/05/2024,local,ADD,ADD,Beechcraft 1900,09/05/2024
NO5120,create,09/05/2024,international,ADD,SIN,Boeing 787 Dreamliner,09/05/2024
FE5125,create,09/05/2024,local,ADD,AXU,Beechcraft 1900,09/05/2024
PC2204,create,09/05/2024,local,ADD,DIR,Beechcraft 1900,09/05/2024
JE7369,create,09/05/2024,international,ADD,HND,Boeing 747,09/05/2024
XT3840,create,09/05/2024,local,ADD,LLI,Cessna 208 Caravan,09/05/2024
VK9870,create,09/05/2024,international,ADD,ICN,Boeing 747,09/05/2024
JN2229,create,09/05/2024,international,ADD,SIN,Airbus A330,09/05/2024
SY1679,delete,09/05/2024,local,ADD,JIM,CASA C-212 Aviocar,09/05/2024
RO6613,delete,09/05/2024,international,ADD,HND,Boeing 747,09/05/2024
RQ5652,create,09/05/2024,local,ADD,LLI,Beechcraft 1900,09/05/2024
JJ4398,create,09/05/2024,local,ADD,MQX,Beechcraft 1900,09/05/2024
LG4299,create,09/05/2024,international,ADD,DXB,Boeing 767,09/05/2024
AX1139,create,09/05/2024,local,ADD,AMH,Britten-Norman BN-2 Islander,09/05/2024
BL3758,create,09/05/2024,international,ADD,FRA,Boeing 747,09/05/2024
QU5685,create,09/05/2024,international,ADD,DXB,Boeing 777,09/05/2024
TN5455,create,09/05/2024,international,ADD,HND,Boeing 767,09/05/2024
QQ2140,delete,09/05/2024,international,ADD,AMS,Boeing 777,09/05/2024
PY7043,delete,09/05/2024,local,ADD,ADD,CASA C-212 Aviocar,09/05/2024
AA3273,delete,09/05/2024,local,ADD,AMH,d.Havilland Canada DHC-6 Twin O,09/05/2024
OR3181,delete,09/05/2024,international,ADD,JFK,Boeing 747,09/05/2024
YW5584,create,09/05/2024,international,ADD,HND,Airbus A330,09/05/2024
TD2769,create,09/05/2024,local,ADD,MQX,Britten-Norman BN-2 Islander,09/05/2024
JS3653,create,09/05/2024,local,ADD,GDQ,Cessna 208 Caravan,09/05/2024
GV5924,create,09/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,09/05/2024
TT1482,create,09/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,09/05/2024
FT8460,create,09/05/2024,local,ADD,AMH,CASA C-212 Aviocar,09/05/2024
JX5331,create,09/05/2024,local,ADD,JIJ,CASA C-212 Aviocar,09/05/2024
CA9769,create,09/05/2024,international,ADD,ICN,Boeing 787 Dreamliner,09/05/2024
EK5702,create,09/05/2024,local,ADD,LLI,CASA C-212 Aviocar,09/05/2024
VW1852,create,09/05/2024,local,ADD,LLI,Beechcraft 1900,09/05/2024
YU8180,create,09/05/2024,international,ADD,JFK,Boeing 787 Dreamliner,09/05/2024
QA8515,delete,09/05/2024,international,ADD,SFO,Boeing 777,09/05/2024
HM9789,delete,09/05/2024,international,ADD,LAX,Boeing 747,09/05/2024
CF7383,delete,09/05/2024,international,ADD,FRA,Boeing 747,09/05/2024
XD5886,delete,09/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,09/05/2024
DV4123,delete,09/05/2024,international,ADD,AMS,Airbus A330,09/05/2024
IJ4697,delete,09/05/2024,international,ADD,SIN,Boeing 747,09/05/2024
BJ2612,delete,09/05/2024,international,ADD,DXB,Boeing 767,09/05/2024
QC4741,create,09/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,09/05/2024
BE3394,create,09/05/2024,local,ADD,GDQ,d.Havilland Canada DHC-6 Twin O,09/05/2024
PQ9892,create,09/05/2024,international,ADD,FRA,Boeing 777,09/05/2024
EE4628,create,09/05/2024,local,ADD,DIR,Cessna 208 Caravan,09/05/2024
YR1752,create,09/05/2024,local,ADD,DIR,d.Havilland Canada DHC-6 Twin O,09/05/2024
IB6118,create,09/05/2024,local,ADD,JIJ,CASA C-212 Aviocar,09/05/2024
XF6112,create,09/05/2024,local,ADD,AXU,Beechcraft 1900,09/05/2024
GD6692,delete,09/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,09/05/2024
EI2667,delete,09/05/2024,local,ADD,JIJ,d.Havilland Canada DHC-6 Twin O,09/05/2024
KQ6275,delete,09/05/2024,international,ADD,LAX,Boeing 787 Dreamliner,09/05/2024
WC6807,delete,09/05/2024,local,ADD,ADD,Cessna 208 Caravan,09/05/2024
VR1505,delete,09/05/2024,international,ADD,CDG,Boeing 747,09/05/2024
VS1506,delete,09/05/2024,local,ADD,ADD,CASA C-212 Aviocar,09/05/2024
TW9131,delete,09/05/2024,local,ADD,AMH,Cessna 208 Caravan,09/05/2024
PA4122,delete,09/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,09/05/2024
EQ8794,delete,09/05/2024,local,ADD,ADD,d.Havilland Canada DHC-6 Twin O,09/05/2024
YH7476,create,09/05/2024,local,ADD,AMH,Beechcraft 1900,09/05/2024
EF8414,create,09/05/2024,international,ADD,CDG,Boeing 747,09/05/2024
US7528,create,09/05/2024,local,ADD,ADD,d.Havilland Canada DHC-6 Twin O,09/05/2024
GU6661,create,09/05/2024,international,ADD,LAX,Boeing 767,09/05/2024
CP4226,create,09/05/2024,local,ADD,ADD,CASA C-212 Aviocar,09/05/2024
MC4413,create,09/05/2024,local,ADD,MQX,d.Havilland Canada DHC-6 Twin O,09/05/2024
VG1242,create,09/05/2024,local,ADD,ADD,Britten-Norman BN-2 Islander,09/05/2024
RJ8473,create,09/05/2024,local,ADD,MQX,Beechcraft 1900,09/05/2024
UY8727,create,09/05/2024,international,ADD,JFK,Airbus A330,09/05/2024
NG8237,delete,09/05/2024,local,ADD,AXU,Beechcraft 1900,09/05/2024
JU2101,delete,09/05/2024,local,ADD,BJR,d.Havilland Canada DHC-6 Twin O,09/05/2024
PY3141,delete,09/05/2024,local,ADD,AXU,Cessna 208 Caravan,09/05/2024
KG5494,delete,09/05/2024,local,ADD,AXU,CASA C-212 Aviocar,09/05/2024
PO8917,delete,09/05/2024,international,ADD,FRA,Boeing 777,09/05/2024
JA1734,delete,09/05/2024,international,ADD,AMS,Boeing 747,09/05/2024
GF9745,delete,09/05/2024,international,ADD,LAX,Boeing 747,09/05/2024
SW7977,delete,09/05/2024,international,ADD,LAX,Boeing 767,09/05/2024
OH4678,create,09/05/2024,international,ADD,SFO,Boeing 787 Dreamliner,09/05/2024
ZL9315,create,09/05/2024,international,ADD,CDG,Boeing 767,09/05/2024
IL3726,create,09/05/2024,international,ADD,LAX,Airbus A330,09/05/2024
AE4116,create,09/05/2024,local,ADD,MQX,CASA C-212 Aviocar,09/05/2024
KB6070,create,09/05/2024,local,ADD,AXU,CASA C-212 Aviocar,09/05/2024
DB6434,create,09/05/2024,local,ADD,BJR,Cessna 208 Caravan,09/05/2024
EE5038,create,09/05/2024,local,ADD,JIJ,CASA C-212 Aviocar,09/05/2024
LQ9035,create,09/05/2024,international,ADD,CDG,Boeing 787 Dreamliner,09/05/2024
OV9237,create,09/05/2024,local,ADD,DIR,Cessna 208 Caravan,09/05/2024
FS3876,create,09/05/2024,international,ADD,AMS,Boeing 747,09/05/2024
UA2509,delete,09/05/2024,international,ADD,CDG,Airbus A330,09/05/2024
UA4991,delete,09/05/2024,local,ADD,GDQ,Beechcraft 1900,09/05/2024
FO4773,delete,09/05/2024,local,ADD,GDQ,d.Havilland Canada DHC-6 Twin O,09/05/2024
GV3107,delete,09/05/2024,international,ADD,HND,Boeing 777,09/05/2024
CT7372,delete,09/05/2024,international,ADD,DXB,Boeing 747,09/05/2024
FS8372,delete,09/05/2024,international,ADD,ICN,Boeing 767,09/05/2024
FL6009,delete,09/05/2024,international,ADD,SIN,Boeing 787 Dreamliner,09/05/2024
PS8073,delete,09/05/2024,international,ADD,HND,Airbus A330,09/05/2024
LZ6433,delete,09/05/2024,international,ADD,HND,Boeing 767,09/05/2024
XJ6414,create,09/05/2024,international,ADD,DXB,Boeing 767,09/05/2024
WI8378,create,09/05/2024,local,ADD,ADD,Beechcraft 1900,09/05/2024
SJ5071,create,09/05/2024,international,ADD,SIN,Boeing 787 Dreamliner,09/05/2024
IF8019,create,09/05/2024,international,ADD,FRA,Airbus A330,09/05/2024
HO4651,create,09/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,09/05/2024
MP6516,create,09/05/2024,local,ADD,ADD,Britten-Norman BN-2 Islander,09/05/2024
BI5841,create,09/05/2024,local,ADD,BJR,Cessna 208 Caravan,09/05/2024
EA9552,create,09/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,09/05/2024
HS4382,create,09/05/2024,international,ADD,ICN,Boeing 747,09/05/2024
DA9979,create,09/05/2024,international,ADD,DXB,Boeing 767,09/05/2024
DA5500,delete,09/05/2024,international,ADD,FRA,Boeing 747,09/05/2024
BN3505,delete,09/05/2024,local,ADD,ADD,d.Havilland Canada DHC-6 Twin O,09/05/2024
PK4984,delete,09/05/2024,local,ADD,MQX,Britten-Norman BN-2 Islander,09/05/2024
ST2918,delete,09/05/2024,local,ADD,AMH,Beechcraft 1900,09/05/2024
EN7204,delete,09/05/2024,local,ADD,JIJ,d.Havilland Canada DHC-6 Twin O,09/05/2024
AE5575,delete,09/05/2024,international,ADD,CDG,Boeing 747,09/05/2024
GA8001,delete,09/05/2024,local,ADD,DIR,CASA C-212 Aviocar,09/05/2024
XI7359,create,09/05/2024,local,ADD,ADD,CASA C-212 Aviocar,09/05/2024
YN6197,create,09/05/2024,local,ADD,ADD,Cessna 208 Caravan,09/05/2024
LN5829,create,09/05/2024,local,ADD,AXU,Beechcraft 1900,09/05/2024
KK7490,create,09/05/2024,local,ADD,JIJ,Britten-Norman BN-2 Islander,09/05/2024
DX2018,create,09/05/2024,local,ADD,AXU,CASA C-212 Aviocar,09/05/2024
AM9734,create,09/05/2024,local,ADD,JIJ,d.Havilland Canada DHC-6 Twin O,09/05/2024
JK9012,create,09/05/2024,local,ADD,AXU,Britten-Norman BN-2 Islander,09/05/2024
ZM1712,create,09/05/2024,local,ADD,GDQ,CASA C-212 Aviocar,09/05/2024
YQ3258,create,09/05/2024,international,ADD,SFO,Boeing 787 Dreamliner,09/05/2024
EH1607,delete,09/05/2024,local,ADD,JIM,Cessna 208 Caravan,09/05/2024
RB1158,delete,09/05/2024,local,ADD,BJR,Beechcraft 1900,09/05/2024
ZE3627,delete,09/05/2024,international,ADD,SIN,Boeing 767,09/05/2024
VT5813,delete,09/05/2024,local,ADD,ADD,Cessna 208 Caravan,09/05/2024
SP6432,delete,09/05/2024,international,ADD,AMS,Boeing 767,09/05/2024
NB6043,delete,09/05/2024,international,ADD,FRA,Boeing 777,09/05/2024
DA7962,delete,09/05/2024,international,ADD,JFK,Boeing 787 Dreamliner,09/05/2024
TW6121,delete,09/05/2024,international,ADD,FRA,Boeing 747,09/05/2024
PB5824,create,09/05/2024,international,ADD,CDG,Boeing 777,09/05/2024
GB7943,create,09/05/2024,local,ADD,AXU,CASA C-212 Aviocar,09/05/2024
OA8279,create,09/05/2024,international,ADD,HND,Boeing 767,09/05/2024
FY9327,create,09/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,09/05/2024
VS9655,create,09/05/2024,international,ADD,JFK,Airbus A330,09/05/2024
RX1489,create,09/05/2024,local,ADD,LLI,Beechcraft 1900,09/05/2024
CG9891,create,09/05/2024,international,ADD,SIN,Boeing 767,09/05/2024
TY4199,create,09/05/2024,international,ADD,AMS,Airbus A330,09/05/2024
KO2319,create,09/05/2024,local,ADD,LLI,d.Havilland Canada DHC-6 Twin O,09/05/2024
JD4748,create,09/05/2024,international,ADD,HND,Airbus A330,09/05/2024
VY2226,delete,09/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,09/05/2024
FX4805,delete,09/05/2024,local,ADD,MQX,d.Havilland Canada DHC-6 Twin O,09/05/2024
DP3621,delete,09/05/2024,local,ADD,DIR,Cessna 208 Caravan,09/05/2024
PL8758,delete,09/05/2024,international,ADD,FRA,Boeing 747,09/05/2024
KL8086,delete,09/05/2024,international,ADD,JFK,Boeing 747,09/05/2024
FD8233,create,09/05/2024,local,ADD,MQX,Cessna 208 Caravan,09/05/2024
OA4608,create,09/05/2024,local,ADD,BJR,Cessna 208 Caravan,09/05/2024
XT9816,create,09/05/2024,international,ADD,CDG,Boeing 767,09/05/2024
FE5429,create,09/05/2024,international,ADD,SIN,Boeing 777,09/05/2024
QY3884,create,09/05/2024,international,ADD,SIN,Boeing 767,09/05/2024
ZW8365,create,09/05/2024,local,ADD,MQX,Cessna 208 Caravan,09/05/2024
IW8809,create,09/05/2024,local,ADD,LLI,Beechcraft 1900,09/05/2024
JI2994,create,09/05/2024,international,ADD,AMS,Boeing 767,09/05/2024
ZV6351,create,09/05/2024,international,ADD,SFO,Boeing 777,09/05/2024
DW6652,create,09/05/2024,local,ADD,AMH,Beechcraft 1900,09/05/2024
MT5894,create,09/05/2024,local,ADD,MQX,Britten-Norman BN-2 Islander,09/05/2024
MS5347,create,09/05/2024,international,ADD,SFO,Boeing 747,09/05/2024
FK6547,delete,09/05/2024,international,ADD,HND,Airbus A330,09/05/2024
JU4733,delete,09/05/2024,international,ADD,ICN,Boeing 787 Dreamliner,09/05/2024
XW9059,delete,09/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,09/05/2024
KB2772,delete,09/05/2024,international,ADD,AMS,Boeing 767,09/05/2024
QW6648,delete,09/05/2024,international,ADD,FRA,Boeing 777,09/05/2024
BG6706,delete,09/05/2024,local,ADD,AMH,d.Havilland Canada DHC-6 Twin O,09/05/2024
XS7521,create,09/05/2024,local,ADD,AMH,Beechcraft 1900,09/05/2024
JD2742,create,09/05/2024,international,ADD,LAX,Boeing 787 Dreamliner,09/05/2024
ZD9950,create,09/05/2024,international,ADD,DXB,Boeing 747,09/05/2024
PY4131,create,09/05/2024,international,ADD,AMS,Boeing 787 Dreamliner,09/05/2024
XF6147,create,09/05/2024,international,ADD,HND,Boeing 777,09/05/2024
YF6085,create,09/05/2024,international,ADD,HND,Boeing 777,09/05/2024
JA6891,create,09/05/2024,international,ADD,FRA,Boeing 747,09/05/2024
NV7509,delete,09/05/2024,international,ADD,DXB,Airbus A330,09/05/2024
ZW3387,delete,09/05/2024,local,ADD,ADD,Cessna 208 Caravan,09/05/2024
OM5612,delete,09/05/2024,local,ADD,GDQ,CASA C-212 Aviocar,09/05/2024
JR9335,delete,09/05/2024,international,ADD,SIN,Boeing 747,09/05/2024
JD3180,create,09/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,09/05/2024
SR3634,create,09/05/2024,local,ADD,MQX,Beechcraft 1900,09/05/2024
YW4609,create,09/05/2024,local,ADD,ADD,CASA C-212 Aviocar,09/05/2024
YD4051,create,09/05/2024,international,ADD,JFK,Boeing 777,09/05/2024
TR4933,create,09/05/2024,international,ADD,DXB,Boeing 787 Dreamliner,09/05/2024
TX4671,create,09/05/2024,international,ADD,LAX,Boeing 767,09/05/2024
DP1930,delete,09/05/2024,local,ADD,DIR,Cessna 208 Caravan,09/05/2024
TN7926,delete,09/05/2024,international,ADD,JFK,Airbus A330,09/05/2024
JJ1241,delete,09/05/2024,local,ADD,ADD,d.Havilland Canada DHC-6 Twin O,09/05/2024
SB4092,delete,09/05/2024,local,ADD,JIM,Beechcraft 1900,09/05/2024
SI9403,delete,09/05/2024,local,ADD,DIR,d.Havilland Canada DHC-6 Twin O,09/05/2024
AQ9017,delete,09/05/2024,local,ADD,LLI,CASA C-212 Aviocar,09/05/2024
EF3342,delete,09/05/2024,international,ADD,DXB,Boeing 787 Dreamliner,09/05/2024
CH2557,delete,09/05/2024,local,ADD,AXU,CASA C-212 Aviocar,09/05/2024
FK7894,delete,09/05/2024,international,ADD,DXB,Boeing 767,09/05/2024
QF9633,create,09/05/2024,international,ADD,HND,Airbus A330,09/05/2024
YZ1063,create,09/05/2024,international,ADD,FRA,Boeing 767,09/05/2024
FM4715,create,09/05/2024,international,ADD,DXB,Boeing 747,09/05/2024
RS9230,create,09/05/2024,local,ADD,JIJ,CASA C-212 Aviocar,09/05/2024
ZK9557,create,09/05/2024,local,ADD,BJR,CASA C-212 Aviocar,09/05/2024
MZ4436,create,09/05/2024,international,ADD,FRA,Boeing 747,09/05/2024
WU9797,create,09/05/2024,local,ADD,DIR,CASA C-212 Aviocar,09/05/2024
XS1604,create,09/05/2024,international,ADD,ICN,Boeing 777,09/05/2024
NM4569,create,09/05/2024,international,ADD,CDG,Airbus A330,09/05/2024
UE5848,create,09/05/2024,international,ADD,LAX,Boeing 747,09/05/2024
PV9702,create,09/05/2024,international,ADD,ICN,Boeing 787 Dreamliner,09/05/2024
UH6870,delete,09/05/2024,international,ADD,AMS,Boeing 767,09/05/2024
UB9607,delete,09/05/2024,local,ADD,BJR,Beechcraft 1900,09/05/2024
MU5902,create,09/05/2024,local,ADD,MQX,Beechcraft 1900,09/05/2024
ID6839,create,09/05/2024,local,ADD,GDQ,Britten-Norman BN-2 Islander,09/05/2024
GP5307,create,09/05/2024,international,ADD,LAX,Boeing 747,09/05/2024
PV2210,create,09/05/2024,international,ADD,ICN,Boeing 787 Dreamliner,09/05/2024
OY4546,create,09/05/2024,international,ADD,FRA,Boeing 767,09/05/2024
ME6220,create,09/05/2024,international,ADD,LAX,Airbus A330,09/05/2024
DN8144,create,09/05/2024,international,ADD,JFK,Boeing 787 Dreamliner,09/05/2024
NY5444,create,09/05/2024,international,ADD,JFK,Boeing 777,09/05/2024
NC4307,create,09/05/2024,international,ADD,LAX,Boeing 777,09/05/2024
MN1095,delete,09/05/2024,local,ADD,JIJ,d.Havilland Canada DHC-6 Twin O,09/05/2024
TZ5323,delete,09/05/2024,international,ADD,FRA,Airbus A330,09/05/2024
WX8912,delete,09/05/2024,international,ADD,LAX,Boeing 787 Dreamliner,09/05/2024
DT3135,delete,09/05/2024,local,ADD,GDQ,d.Havilland Canada DHC-6 Twin O,09/05/2024
HO2679,delete,09/05/2024,local,ADD,BJR,Cessna 208 Caravan,09/05/2024
RF6010,delete,09/05/2024,international,ADD,SIN,Airbus A330,09/05/2024
CK2354,delete,09/05/2024,international,ADD,DXB,Boeing 747,09/05/2024
OR2545,delete,09/05/2024,international,ADD,SIN,Boeing 767,09/05/2024
FQ4780,delete,09/05/2024,local,ADD,MQX,d.Havilland Canada DHC-6 Twin O,09/05/2024
PN2106,create,09/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,09/05/2024
VW6155,create,09/05/2024,international,ADD,AMS,Airbus A330,09/05/2024
EW2273,create,09/05/2024,international,ADD,AMS,Airbus A330,09/05/2024
PM3969,create,09/05/2024,international,ADD,SFO,Boeing 787 Dreamliner,09/05/2024
GM2003,create,09/05/2024,international,ADD,LAX,Boeing 767,09/05/2024
FX2543,create,09/05/2024,local,ADD,AXU,Britten-Norman BN-2 Islander,09/05/2024
FM5128,create,09/05/2024,local,ADD,LLI,d.Havilland Canada DHC-6 Twin O,09/05/2024
VR6391,create,09/05/2024,local,ADD,GDQ,Britten-Norman BN-2 Islander,09/05/2024
MI6992,create,09/05/2024,international,ADD,ICN,Boeing 767,09/05/2024
BZ3318,create,09/05/2024,local,ADD,LLI,Beechcraft 1900,09/05/2024
BZ4462,create,09/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,09/05/2024
RC4884,create,09/05/2024,international,ADD,HND,Boeing 767,09/05/2024
RK7732,create,09/05/2024,local,ADD,JIM,CASA C-212 Aviocar,09/05/2024
PQ6192,delete,09/05/2024,local,ADD,BJR,Cessna 208 Caravan,09/05/2024
CT2708,delete,09/05/2024,local,ADD,BJR,Britten-Norman BN-2 Islander,09/05/2024
DR5738,delete,09/05/2024,local,ADD,JIJ,CASA C-212 Aviocar,09/05/2024
GK3141,delete,09/05/2024,local,ADD,GDQ,d.Havilland Canada DHC-6 Twin O,09/05/2024
WA2025,delete,09/05/2024,local,ADD,JIM,Cessna 208 Caravan,09/05/2024
MK1112,delete,09/05/2024,international,ADD,CDG,Boeing 747,09/05/2024
ZK3040,delete,09/05/2024,international,ADD,HND,Boeing 747,09/05/2024
HR9120,delete,09/05/2024,local,ADD,BJR,Beechcraft 1900,09/05/2024
JN7962,create,09/05/2024,international,ADD,ICN,Boeing 777,09/05/2024
VV2151,create,09/05/2024,international,ADD,HND,Boeing 747,09/05/2024
YV2421,create,09/05/2024,local,ADD,AXU,CASA C-212 Aviocar,09/05/2024
BK9082,create,09/05/2024,local,ADD,BJR,Britten-Norman BN-2 Islander,09/05/2024
ZA8396,create,09/05/2024,international,ADD,DXB,Airbus A330,09/05/2024
EW5240,create,09/05/2024,local,ADD,MQX,Cessna 208 Caravan,09/05/2024
AB5817,create,09/05/2024,international,ADD,ICN,Boeing 767,09/05/2024
IN1285,create,09/05/2024,local,ADD,GDQ,Cessna 208 Caravan,09/05/2024
JZ6304,create,09/05/2024,international,ADD,FRA,Airbus A330,09/05/2024
TC1042,create,09/05/2024,international,ADD,HND,Boeing 747,09/05/2024
ME4338,delete,09/05/2024,local,ADD,GDQ,Cessna 208 Caravan,09/05/2024
BN5100,delete,09/05/2024,international,ADD,ICN,Boeing 747,09/05/2024
IG2924,delete,09/05/2024,local,ADD,DIR,d.Havilland Canada DHC-6 Twin O,09/05/2024
AB9127,delete,09/05/2024,international,ADD,AMS,Boeing 777,09/05/2024
RI4938,create,09/05/2024,local,ADD,ADD,Cessna 208 Caravan,09/05/2024
ZB2884,create,09/05/2024,international,ADD,HND,Boeing 787 Dreamliner,09/05/2024
VM8236,create,09/05/2024,international,ADD,HND,Boeing 777,09/05/2024
ZR3947,create,09/05/2024,local,ADD,GDQ,Britten-Norman BN-2 Islander,09/05/2024
OI8589,create,09/05/2024,international,ADD,CDG,Boeing 767,09/05/2024
RB6272,delete,09/05/2024,international,ADD,LAX,Boeing 747,09/05/2024
LD6980,delete,09/05/2024,local,ADD,GDQ,Britten-Norman BN-2 Islander,09/05/2024
JW4846,delete,09/05/2024,international,ADD,SIN,Boeing 777,09/05/2024
VC8845,create,09/05/2024,international,ADD,JFK,Boeing 747,09/05/2024
HP6152,create,09/05/2024,international,ADD,DXB,Boeing 787 Dreamliner,09/05/2024
DB9062,create,09/05/2024,local,ADD,ADD,Cessna 208 Caravan,09/05/2024
RJ6755,create,09/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,09/05/2024
KG2589,create,09/05/2024,local,ADD,LLI,Cessna 208 Caravan,09/05/2024
KA9090,create,09/05/2024,international,ADD,FRA,Boeing 767,09/05/2024
AE2245,create,09/05/2024,local,ADD,MQX,CASA C-212 Aviocar,09/05/2024
AR8278,create,09/05/2024,local,ADD,DIR,Cessna 208 Caravan,09/05/2024
UN4298,create,09/05/2024,international,ADD,ICN,Boeing 787 Dreamliner,09/05/2024
RD3340,create,09/05/2024,international,ADD,ICN,Boeing 767,09/05/2024
WU8562,delete,09/05/2024,local,ADD,BJR,CASA C-212 Aviocar,09/05/2024
YE1110,delete,09/05/2024,international,ADD,AMS,Boeing 777,09/05/2024
QL9862,delete,09/05/2024,international,ADD,SIN,Boeing 777,09/05/2024
SG3952,delete,09/05/2024,international,ADD,SFO,Boeing 787 Dreamliner,09/05/2024
SB9403,create,09/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,09/05/2024
EE8132,create,09/05/2024,international,ADD,HND,Boeing 787 Dreamliner,09/05/2024
DD3799,create,09/05/2024,local,ADD,GDQ,CASA C-212 Aviocar,09/05/2024
TY7135,create,09/05/2024,local,ADD,GDQ,Britten-Norman BN-2 Islander,09/05/2024
YE4437,create,09/05/2024,local,ADD,DIR,d.Havilland Canada DHC-6 Twin O,09/05/2024
WL6251,create,09/05/2024,international,ADD,SFO,Boeing 767,09/05/2024
CI2638,create,09/05/2024,local,ADD,AXU,CASA C-212 Aviocar,09/05/2024
CE6724,create,09/05/2024,local,ADD,JIM,Cessna 208 Caravan,09/05/2024
UX9243,create,09/05/2024,local,ADD,ADD,d.Havilland Canada DHC-6 Twin O,09/05/2024
RP3586,create,09/05/2024,local,ADD,BJR,d.Havilland Canada DHC-6 Twin O,09/05/2024
TK8902,delete,09/05/2024,local,ADD,JIJ,Britten-Norman BN-2 Islander,09/05/2024
OF6074,delete,09/05/2024,local,ADD,JIJ,Beechcraft 1900,09/05/2024
YK2190,delete,09/05/2024,local,ADD,MQX,Cessna 208 Caravan,09/05/2024
DH2462,create,09/05/2024,international,ADD,AMS,Boeing 767,09/05/2024
WX2985,create,09/05/2024,international,ADD,LAX,Airbus A330,09/05/2024
